user_id,timestamp,failed_logins,logins_last_hour,bookings_last_hour,bookings_last_day,avg_booking_interval_minutes,card_declines,unique_cards_count,reported_mileage,gps_mileage,travel_speed_kmh,gps_jump_km,location_changes_last_hour,ip_changes_last_day,ip_country_match,vpn_detected,hour_of_day,is_weekend,mileage_discrepancy,is_fraud,fraud_type
user_0086,2025-12-14 03:20:18.310435,1,1,1,4,267,0,1,118,114,63,29,0,0,1,0,14,0,4,0,
user_0021,2025-12-11 05:20:18.307918,0,2,1,3,503,0,1,47,48,45,1,0,0,1,0,10,0,1,0,
user_0047,2025-12-13 16:20:18.353878,0,1,1,2,613,1,2,109,111,54,15,1,0,1,0,14,0,2,0,
user_0186,2025-12-14 03:20:18.371586,0,2,18,19,1,0,3,23,29,110,73,7,4,1,0,14,0,6,1,rapid_booking_fraud
user_0188,2025-12-10 02:20:18.367732,9,4,0,5,37,2,2,70,77,96,35,6,14,0,0,2,1,7,1,account_takeover
user_0049,2025-12-10 04:20:18.290375,0,2,0,4,626,0,1,110,106,64,4,0,0,1,0,16,0,4,0,
user_0085,2025-12-12 13:20:18.301806,0,2,1,1,427,0,2,112,115,102,4,0,0,1,0,15,0,3,0,
user_0048,2025-12-12 09:20:18.302812,1,1,1,2,214,1,1,128,129,72,20,0,0,1,0,21,0,1,0,
user_0039,2025-12-08 01:20:18.327000,1,2,2,3,201,0,1,84,82,62,5,1,0,1,0,7,1,2,0,
user_0089,2025-12-08 01:20:18.261738,0,1,2,1,268,0,1,54,53,109,4,0,0,1,0,20,0,1,0,
user_0167,2025-12-11 12:20:18.362976,2,1,17,14,5,0,3,74,67,121,67,4,2,1,0,13,0,7,1,rapid_booking_fraud
user_0007,2025-12-13 07:20:18.272874,1,1,0,2,413,0,1,131,135,70,19,0,0,1,0,20,0,4,0,
user_0010,2025-12-08 07:20:18.257517,0,2,0,4,242,0,1,85,88,95,0,1,0,1,0,20,0,3,0,
user_0133,2025-12-12 20:20:18.332015,1,1,0,4,608,0,1,139,137,58,7,0,1,1,0,22,0,2,0,
user_0013,2025-12-14 00:20:18.292595,0,1,1,3,361,0,1,78,79,60,3,0,0,1,0,8,0,1,0,
user_0063,2025-12-10 09:20:18.329006,0,1,0,3,379,0,1,137,135,78,23,1,0,1,0,13,1,2,0,
user_0001,2025-12-10 04:20:18.264771,0,1,1,3,427,0,2,138,140,48,28,1,0,1,0,13,0,2,0,
user_0183,2025-12-08 01:20:18.363981,1,1,4,5,87,7,5,72,66,70,13,1,0,1,1,19,1,6,1,payment_fraud
user_0174,2025-12-14 02:20:18.368768,2,1,18,22,5,2,7,91,96,138,39,5,4,1,1,0,1,5,1,rapid_booking_fraud
user_0013,2025-12-10 22:20:18.267807,0,1,1,4,599,0,1,116,115,81,5,1,0,1,0,11,0,1,0,
user_0102,2025-12-10 05:20:18.350669,1,2,0,4,209,0,2,121,119,46,0,0,0,1,0,13,0,2,0,
user_0179,2025-12-14 06:20:18.363981,1,3,2,4,149,0,1,188,192,258,332,9,4,0,0,23,0,4,1,gps_spoofing
user_0142,2025-12-12 10:20:18.273896,0,1,1,1,219,0,2,147,143,53,10,1,1,1,0,17,1,4,0,
user_0050,2025-12-11 15:20:18.350669,0,1,1,1,529,0,1,36,34,45,16,2,0,1,0,16,0,2,0,
user_0170,2025-12-07 23:20:18.370078,1,2,1,2,279,0,1,206,72,78,5,0,0,1,0,12,1,134,1,mileage_fraud
user_0103,2025-12-12 00:20:18.266791,0,1,1,4,604,0,1,125,120,55,23,1,1,1,0,17,0,5,0,
user_0013,2025-12-13 19:20:18.240371,1,2,0,1,123,0,2,59,62,107,25,0,1,1,0,7,0,3,0,
user_0098,2025-12-11 11:20:18.339186,1,1,0,3,545,0,1,136,138,54,13,1,0,1,0,10,0,2,0,
user_0088,2025-12-12 03:20:18.293599,1,2,0,4,266,0,2,123,121,80,6,1,0,1,0,21,0,2,0,
user_0125,2025-12-08 13:20:18.272874,0,1,0,1,443,0,1,149,148,103,17,1,0,1,0,8,1,1,0,
user_0011,2025-12-10 01:20:18.292595,1,1,0,1,570,0,1,28,28,68,11,0,0,1,0,22,0,0,0,
user_0067,2025-12-10 23:20:18.341281,0,1,0,1,195,0,1,36,32,41,26,0,0,1,0,8,0,4,0,
user_0193,2025-12-12 05:20:18.365030,2,4,14,26,11,0,7,58,58,67,55,4,1,0,0,15,0,0,1,rapid_booking_fraud
user_0044,2025-12-11 22:20:18.324990,0,1,0,4,694,0,2,108,105,50,7,0,0,1,0,19,0,3,0,
user_0067,2025-12-09 14:20:18.311434,0,2,0,1,568,0,1,140,141,73,19,0,0,1,0,14,1,1,0,
user_0077,2025-12-10 22:20:18.294605,0,2,0,2,677,0,1,66,69,94,18,1,0,1,0,19,0,3,0,
user_0087,2025-12-08 02:20:18.344412,0,2,0,2,640,0,1,133,135,78,11,1,0,1,0,13,0,2,0,
user_0088,2025-12-09 13:20:18.340272,2,1,1,2,148,0,1,73,71,72,18,2,1,1,0,7,0,2,0,
user_0014,2025-12-07 20:20:18.347424,0,2,0,3,190,1,2,114,113,88,12,0,1,1,0,13,1,1,0,
user_0016,2025-12-12 04:20:18.294605,0,2,0,1,278,0,1,29,33,82,28,0,0,1,0,19,1,4,0,
user_0094,2025-12-12 18:20:18.348423,0,2,1,3,546,0,1,52,52,84,28,2,0,1,0,14,0,0,0,
user_0058,2025-12-12 21:20:18.336229,0,1,1,1,172,0,1,89,93,102,21,1,2,1,0,18,0,4,0,
user_0060,2025-12-08 19:20:18.304824,1,1,0,4,715,0,1,133,128,71,20,0,0,1,0,12,0,5,0,
user_0119,2025-12-11 09:20:18.308928,0,2,1,4,255,0,2,130,126,52,20,1,0,1,0,9,0,4,0,
user_0101,2025-12-13 22:20:18.316951,0,2,0,3,176,0,2,116,113,92,16,1,0,1,0,18,0,3,0,
user_0193,2025-12-10 07:20:18.374610,19,9,2,3,15,1,1,52,48,82,32,9,12,0,1,21,0,4,1,account_takeover
user_0087,2025-12-10 10:20:18.319977,1,2,0,1,253,0,1,22,23,94,6,0,0,1,0,10,0,1,0,
user_0084,2025-12-14 19:20:18.309931,0,1,0,4,287,0,1,104,105,52,1,2,0,1,0,7,0,1,0,
user_0088,2025-12-09 20:20:18.289356,1,1,1,1,476,0,1,42,43,86,25,0,1,1,0,16,1,1,0,
user_0059,2025-12-10 05:20:18.350669,0,2,1,3,357,0,2,45,48,101,26,1,0,1,0,7,0,3,0,
user_0178,2025-12-09 03:20:18.367732,0,2,0,2,257,1,1,167,59,107,12,1,1,1,0,19,0,108,1,mileage_fraud
user_0023,2025-12-08 03:20:18.343385,0,1,2,3,360,0,1,60,62,71,21,0,0,1,0,10,0,2,0,
user_0089,2025-12-08 13:20:18.339186,0,1,0,4,491,0,1,82,84,69,26,0,0,1,0,20,0,2,0,
user_0095,2025-12-08 15:20:18.330009,0,2,1,4,358,0,2,76,76,44,24,0,0,1,0,17,0,0,0,
user_0036,2025-12-10 23:20:18.242376,1,2,0,3,585,0,1,146,150,80,11,0,1,1,0,13,0,4,0,
user_0118,2025-12-09 19:20:18.303819,0,1,1,2,469,0,1,33,30,107,11,0,0,1,0,13,0,3,0,
user_0082,2025-12-08 01:20:18.241373,0,1,1,4,120,0,1,111,106,73,21,2,0,1,0,10,0,5,0,
user_0093,2025-12-09 18:20:18.350669,1,2,1,4,315,0,2,113,112,49,14,0,0,1,0,15,1,1,0,
user_0150,2025-12-09 15:20:18.257517,1,1,0,1,310,0,1,139,136,45,27,1,0,1,0,13,0,3,0,
user_0062,2025-12-08 10:20:18.324990,0,1,0,1,234,0,1,37,39,81,16,1,0,1,0,8,0,2,0,
user_0118,2025-12-13 05:20:18.234694,0,2,1,4,691,1,2,29,32,78,2,1,1,1,0,18,0,3,0,
user_0145,2025-12-09 19:20:18.248939,0,2,1,2,418,0,2,20,20,64,5,1,1,1,0,17,0,0,0,
user_0115,2025-12-08 12:20:18.330009,0,2,0,3,440,0,2,92,87,51,5,0,0,1,0,15,0,5,0,
user_0101,2025-12-09 20:20:18.252407,1,1,1,2,201,0,1,32,30,76,17,0,1,1,0,15,0,2,0,
user_0123,2025-12-12 08:20:18.267807,0,1,0,1,519,0,1,23,22,97,11,0,0,1,0,20,0,1,0,
user_0069,2025-12-12 04:20:18.280580,1,1,0,4,121,0,1,53,51,65,7,1,0,1,0,9,0,2,0,
user_0016,2025-12-11 04:20:18.323987,1,2,1,3,308,0,1,100,96,109,12,1,0,1,0,11,0,4,0,
user_0066,2025-12-11 04:20:18.254466,0,3,1,3,148,0,1,144,148,106,25,2,1,1,0,18,0,4,0,
user_0112,2025-12-11 12:20:18.315950,1,2,1,1,238,0,1,80,82,94,6,2,2,1,0,19,1,2,0,
user_0116,2025-12-14 04:20:18.296113,1,1,1,2,238,0,1,75,70,48,7,2,0,1,0,18,0,5,0,
user_0200,2025-12-13 09:20:18.363981,0,2,0,3,241,0,1,188,106,94,7,1,0,1,0,14,1,82,1,mileage_fraud
user_0191,2025-12-11 12:20:18.368768,1,1,0,5,242,1,1,293,59,76,29,1,1,1,0,14,0,234,1,mileage_fraud
user_0107,2025-12-13 20:20:18.289356,1,1,2,4,641,0,2,86,83,40,11,1,0,1,0,12,1,3,0,
user_0105,2025-12-11 22:20:18.238362,0,2,0,3,719,0,2,41,43,68,26,1,1,1,0,19,0,2,0,
user_0113,2025-12-13 09:20:18.348423,0,3,1,2,446,1,1,83,86,45,2,1,0,1,0,7,0,3,0,
user_0117,2025-12-14 06:20:18.317975,0,2,0,3,511,0,2,71,75,62,11,0,0,1,0,12,1,4,0,
user_0033,2025-12-08 04:20:18.255973,0,3,0,3,587,0,2,83,83,101,27,0,1,1,0,19,0,0,0,
user_0144,2025-12-10 20:20:18.331012,2,1,2,4,366,0,1,139,138,47,20,0,0,1,0,9,0,1,0,
user_0039,2025-12-13 05:20:18.294605,1,1,1,1,496,0,1,56,54,80,3,1,1,1,0,13,0,2,0,
user_0028,2025-12-09 23:20:18.306900,1,1,0,2,527,0,1,122,120,87,29,1,0,1,0,10,0,2,0,
user_0033,2025-12-13 02:20:18.327000,1,2,2,4,170,1,2,98,100,101,19,0,0,1,0,9,0,2,0,
user_0073,2025-12-08 07:20:18.343385,1,1,0,2,565,0,2,58,56,71,23,1,0,1,0,14,0,2,0,
user_0131,2025-12-10 15:20:18.342378,0,1,0,3,148,0,1,43,45,87,5,0,1,1,0,19,0,2,0,
user_0188,2025-12-14 15:20:18.376118,1,3,1,6,47,1,2,90,93,374,337,8,7,0,0,3,1,3,1,gps_spoofing
user_0075,2025-12-14 18:20:18.272874,0,1,1,2,323,1,1,137,141,106,4,0,0,1,0,9,0,4,0,
user_0122,2025-12-08 01:20:18.321982,1,1,0,3,569,0,1,71,67,47,27,0,0,1,0,16,0,4,0,
user_0076,2025-12-10 19:20:18.249961,0,1,0,2,302,0,1,35,32,78,0,1,0,1,0,17,0,3,0,
user_0170,2025-12-09 05:20:18.377118,2,4,13,24,6,3,6,31,29,73,18,7,2,1,1,9,0,2,1,rapid_booking_fraud
user_0152,2025-12-09 15:20:18.363981,0,1,5,3,97,12,7,27,29,85,44,1,4,0,0,6,1,2,1,payment_fraud
user_0030,2025-12-14 14:20:18.237705,0,1,1,1,447,0,1,71,68,97,15,2,0,1,0,16,0,3,0,
user_0145,2025-12-13 12:20:18.246921,0,3,0,4,664,0,1,147,146,50,6,0,0,1,0,21,0,1,0,
user_0147,2025-12-09 10:20:18.233694,0,1,1,4,208,0,1,111,110,46,22,0,1,1,0,20,0,1,0,
user_0146,2025-12-12 23:20:18.344412,0,1,0,4,655,0,1,88,85,95,23,1,0,1,0,18,0,3,0,
user_0008,2025-12-07 22:20:18.312437,0,2,0,4,563,0,1,100,100,57,4,0,1,1,0,12,0,0,0,
user_0118,2025-12-14 15:20:18.313440,0,1,1,3,158,0,1,38,39,50,11,2,0,1,0,15,0,1,0,
user_0045,2025-12-09 07:20:18.299758,0,1,0,3,570,0,1,78,78,73,21,0,0,1,0,8,0,0,0,
user_0151,2025-12-10 16:20:18.373592,2,2,10,20,8,2,5,85,88,112,67,7,4,1,1,11,1,3,1,rapid_booking_fraud
user_0101,2025-12-14 15:20:18.242376,0,1,1,4,259,0,1,91,90,75,22,0,1,1,0,16,1,1,0,
user_0009,2025-12-08 18:20:18.247935,1,3,1,4,188,0,1,62,58,85,19,0,0,1,0,14,0,4,0,
user_0130,2025-12-13 22:20:18.309931,0,1,1,4,620,0,1,58,59,51,23,0,0,1,0,18,0,1,0,
user_0118,2025-12-08 16:20:18.297706,0,2,0,3,677,0,1,42,46,60,16,0,0,1,0,9,0,4,0,
user_0080,2025-12-13 19:20:18.349662,0,1,0,3,261,0,1,130,130,48,29,1,1,1,0,22,0,0,0,
user_0049,2025-12-10 08:20:18.253448,2,1,0,1,453,0,1,101,104,88,15,0,1,1,0,18,0,3,0,
user_0172,2025-12-09 10:20:18.373592,0,1,15,39,7,4,2,71,73,67,45,2,0,0,1,5,0,2,1,rapid_booking_fraud
user_0005,2025-12-08 18:20:18.252407,0,3,0,1,325,0,1,61,65,51,19,0,2,1,0,19,0,4,0,
user_0037,2025-12-08 18:20:18.296113,0,1,1,2,212,0,1,73,77,53,4,2,0,1,0,12,0,4,0,
user_0147,2025-12-10 08:20:18.329006,1,1,0,4,549,0,1,28,27,97,12,0,0,1,0,20,0,1,0,
user_0069,2025-12-12 06:20:18.257517,0,1,1,3,426,0,1,48,51,41,3,1,0,1,0,12,0,3,0,
user_0102,2025-12-09 02:20:18.253448,0,1,0,1,595,0,1,149,153,92,23,0,1,1,0,15,0,4,0,
user_0089,2025-12-13 11:20:18.327000,0,1,0,1,170,0,2,85,84,82,21,0,1,1,0,10,1,1,0,
user_0039,2025-12-08 13:20:18.239368,0,1,0,3,316,0,1,120,116,54,21,0,0,1,0,7,1,4,0,
user_0049,2025-12-10 00:20:18.245401,0,1,1,2,315,0,2,107,103,72,12,0,0,1,0,14,0,4,0,
user_0078,2025-12-12 06:20:18.301806,0,1,1,4,521,0,1,98,101,76,0,1,0,1,0,17,0,3,0,
user_0145,2025-12-09 05:20:18.287188,0,1,0,1,675,0,1,39,42,87,21,0,0,1,0,8,0,3,0,
user_0162,2025-12-10 02:20:18.365030,0,1,0,1,78,0,1,193,54,50,24,1,1,1,0,12,1,139,1,mileage_fraud
user_0048,2025-12-08 07:20:18.332015,0,1,1,3,585,0,1,98,97,57,10,0,0,1,0,18,0,1,0,
user_0061,2025-12-10 03:20:18.270864,0,2,0,2,474,0,1,31,27,75,22,1,0,1,0,22,0,4,0,
user_0028,2025-12-13 03:20:18.348423,0,1,1,2,378,0,1,24,28,49,5,1,0,1,0,17,0,4,0,
user_0066,2025-12-11 01:20:18.345919,0,2,0,1,272,0,1,37,41,103,26,1,1,1,0,20,1,4,0,
user_0097,2025-12-11 22:20:18.268836,2,2,0,2,332,0,1,96,97,45,25,0,0,1,0,21,1,1,0,
user_0114,2025-12-11 22:20:18.261738,0,1,0,4,640,0,1,108,103,96,13,1,0,1,0,11,0,5,0,
user_0109,2025-12-13 22:20:18.262742,0,1,1,1,408,0,1,112,112,108,25,0,0,1,0,18,0,0,0,
user_0095,2025-12-08 03:20:18.338055,0,2,0,3,127,0,1,145,146,52,23,0,0,1,0,8,0,1,0,
user_0035,2025-12-11 10:20:18.339186,0,1,0,2,620,0,1,121,118,82,5,0,0,1,0,17,0,3,0,
user_0083,2025-12-12 15:20:18.301806,0,1,0,3,213,0,2,87,88,92,1,2,0,1,0,22,0,1,0,
user_0087,2025-12-14 07:20:18.273896,1,2,1,3,436,0,1,94,92,54,16,0,1,1,0,14,0,2,0,
user_0091,2025-12-14 08:20:18.302812,0,2,0,3,682,0,2,120,124,55,17,0,0,1,0,12,0,4,0,
user_0051,2025-12-11 15:20:18.291587,1,1,0,2,438,0,1,140,139,88,20,2,0,1,0,15,0,1,0,
user_0145,2025-12-12 03:20:18.294605,0,1,1,3,338,0,1,86,90,69,13,0,0,1,0,7,0,4,0,
user_0179,2025-12-07 20:20:18.372590,1,3,7,6,21,6,4,49,56,41,41,1,3,0,1,5,1,7,1,payment_fraud
user_0139,2025-12-09 07:20:18.268836,0,1,0,4,305,0,1,35,39,59,3,1,0,1,0,9,0,4,0,
user_0044,2025-12-11 11:20:18.246407,1,2,2,3,537,0,1,68,66,62,28,1,0,1,0,11,0,2,0,
user_0061,2025-12-13 13:20:18.253448,1,2,0,2,181,0,1,27,28,70,16,0,2,1,0,11,0,1,0,
user_0097,2025-12-12 00:20:18.247935,0,2,1,3,404,0,1,56,57,46,12,0,1,1,0,22,0,1,0,
user_0056,2025-12-09 06:20:18.248939,0,2,1,1,238,0,1,81,82,104,18,0,0,1,0,19,0,1,0,
user_0189,2025-12-10 02:20:18.365030,0,3,4,6,101,1,1,54,55,202,711,7,4,1,1,14,1,1,1,gps_spoofing
user_0051,2025-12-13 22:20:18.260732,0,3,2,4,653,0,1,44,39,50,24,1,0,1,0,15,1,5,0,
user_0106,2025-12-09 23:20:18.268836,0,1,1,1,158,0,1,49,45,47,16,1,0,1,0,12,1,4,0,
