user_id,timestamp,failed_logins,logins_last_hour,bookings_last_hour,bookings_last_day,avg_booking_interval_minutes,card_declines,unique_cards_count,reported_mileage,gps_mileage,travel_speed_kmh,gps_jump_km,location_changes_last_hour,ip_changes_last_day,ip_country_match,vpn_detected,hour_of_day,is_weekend,mileage_discrepancy,is_fraud,fraud_type
user_0195,2026-01-21 02:56:45.138909,4,1,4,4,115,8,6,25,32,41,22,1,1,1,0,20,1,7,1,payment_fraud
user_0042,2026-01-24 20:56:44.995605,1,1,0,1,197,0,1,31,32,93,11,1,0,1,0,22,0,1,0,
user_0094,2026-01-19 15:56:44.999631,0,1,0,3,157,0,1,39,37,48,16,1,0,1,0,20,0,2,0,
user_0132,2026-01-19 21:56:45.085256,0,1,0,1,621,0,1,79,78,104,10,2,0,1,0,17,0,1,0,
user_0134,2026-01-19 12:56:44.946277,0,1,0,4,275,0,1,79,79,97,3,1,0,1,0,10,1,0,0,
user_0127,2026-01-22 22:56:44.971704,0,1,0,2,480,0,1,116,118,56,7,0,0,1,0,8,1,2,0,
user_0063,2026-01-20 04:56:45.055335,0,1,0,2,321,0,1,133,129,46,1,0,1,1,0,18,0,4,0,
user_0110,2026-01-23 01:56:45.046283,0,1,2,2,152,0,2,84,86,72,14,2,0,1,0,11,0,2,0,
user_0091,2026-01-20 18:56:44.994586,1,1,0,4,126,0,1,80,84,56,23,1,0,1,0,7,0,4,0,
user_0036,2026-01-24 03:56:45.014537,1,1,2,3,507,0,1,27,31,91,16,1,0,1,0,17,1,4,0,
user_0024,2026-01-22 00:56:45.015553,0,3,1,4,398,0,1,148,147,61,15,1,1,1,0,16,0,1,0,
user_0019,2026-01-24 13:56:44.985927,0,2,0,2,298,0,1,23,24,46,9,0,0,1,0,21,0,1,0,
user_0055,2026-01-23 19:56:45.015553,1,1,1,4,127,0,1,68,70,45,3,0,1,1,0,13,0,2,0,
user_0045,2026-01-22 23:56:45.055335,0,1,0,4,293,0,1,66,67,63,14,0,0,1,0,17,0,1,0,
user_0137,2026-01-25 01:56:45.012524,0,1,0,1,235,0,1,92,94,40,29,2,1,1,0,16,0,2,0,
user_0140,2026-01-23 20:56:44.994586,0,1,2,1,238,0,1,124,119,79,25,1,0,1,0,16,0,5,0,
user_0098,2026-01-22 18:56:45.080876,0,3,1,2,188,0,1,26,29,106,9,2,1,1,0,7,0,3,0,
user_0169,2026-01-24 08:56:45.145713,0,1,2,2,213,1,1,164,63,88,38,2,0,1,0,22,0,101,1,mileage_fraud
user_0140,2026-01-24 02:56:45.084737,0,1,0,2,210,0,1,126,125,80,9,0,0,1,0,7,0,1,0,
user_0004,2026-01-25 16:56:45.066213,2,1,1,1,454,0,1,26,25,91,18,1,0,1,0,13,0,1,0,
user_0090,2026-01-22 12:56:44.975731,0,1,0,1,698,0,1,141,138,64,20,0,0,1,0,15,1,3,0,
user_0116,2026-01-21 14:56:45.066213,0,1,0,3,336,0,1,97,98,85,5,0,2,1,0,7,0,1,0,
user_0054,2026-01-22 03:56:45.055335,0,1,0,2,165,0,2,23,22,51,26,0,0,1,0,10,0,1,0,
user_0029,2026-01-25 13:56:44.977746,0,2,1,3,367,1,1,91,86,89,1,0,0,1,0,17,1,5,0,
user_0058,2026-01-24 19:56:45.035564,2,1,2,4,120,0,1,130,130,79,18,0,1,1,0,8,0,0,0,
user_0059,2026-01-20 06:56:44.981762,1,1,0,3,555,0,1,87,88,91,20,2,0,1,0,15,1,1,0,
user_0143,2026-01-25 08:56:45.066213,0,1,1,4,329,0,1,78,74,79,8,1,1,1,0,8,1,4,0,
user_0057,2026-01-21 05:56:45.084737,2,2,0,3,503,0,1,65,61,66,24,0,0,1,0,8,1,4,0,
user_0066,2026-01-24 13:56:45.029485,0,1,0,4,504,0,1,90,87,61,11,0,0,1,0,15,0,3,0,
user_0033,2026-01-23 06:56:45.010515,1,1,0,4,366,0,1,134,134,47,3,1,0,1,0,15,0,0,0,
user_0007,2026-01-18 19:56:45.008506,0,3,1,1,376,0,1,72,68,49,9,0,0,1,0,19,0,4,0,
user_0138,2026-01-21 00:56:45.008506,1,2,1,1,257,0,1,72,67,59,11,1,0,1,0,22,0,5,0,
user_0124,2026-01-24 20:56:45.055335,0,3,2,1,514,0,2,46,41,103,29,1,0,1,0,19,0,5,0,
user_0025,2026-01-18 23:56:45.066213,0,1,0,2,456,0,1,93,93,94,25,2,0,1,0,20,0,0,0,
user_0042,2026-01-22 23:56:45.055335,0,2,0,2,509,0,1,124,120,50,26,0,1,1,0,14,0,4,0,
user_0114,2026-01-24 09:56:45.015553,1,1,0,1,675,0,1,40,41,103,13,0,0,1,0,13,0,1,0,
user_0149,2026-01-19 22:56:44.955704,0,2,1,2,429,0,1,121,121,99,22,0,1,1,0,16,0,0,0,
user_0142,2026-01-23 15:56:45.055335,0,1,0,3,233,0,1,70,74,88,15,1,0,1,0,17,0,4,0,
user_0052,2026-01-19 11:56:45.075563,0,1,1,1,679,0,1,74,77,61,9,0,0,1,0,11,0,3,0,
user_0111,2026-01-22 10:56:44.974719,0,1,0,3,438,0,1,146,141,106,11,0,1,1,0,16,0,5,0,
user_0142,2026-01-22 05:56:45.035564,0,2,0,3,435,0,1,80,83,109,23,1,1,1,0,11,0,3,0,
user_0043,2026-01-25 03:56:45.035564,0,2,1,3,306,0,1,33,36,83,1,2,0,1,0,13,0,3,0,
user_0005,2026-01-19 22:56:45.035564,1,1,1,1,184,1,1,76,76,71,25,1,0,1,0,21,0,0,0,
user_0011,2026-01-23 13:56:45.080876,1,1,1,3,184,0,1,77,76,82,20,0,0,1,0,10,0,1,0,
user_0068,2026-01-23 02:56:45.046283,0,1,2,4,150,0,1,114,113,43,2,0,0,1,0,11,0,1,0,
user_0039,2026-01-19 20:56:45.035564,1,1,0,2,709,0,1,146,143,87,25,0,0,1,0,7,0,3,0,
user_0134,2026-01-19 18:56:45.029485,1,2,0,2,572,0,1,127,127,69,5,0,0,1,0,20,0,0,0,
user_0159,2026-01-23 08:56:45.156063,2,2,1,7,46,2,1,121,113,269,333,9,1,1,1,21,1,8,1,gps_spoofing
user_0027,2026-01-19 12:56:45.015553,0,1,2,4,652,1,2,91,89,65,18,0,0,1,0,12,0,2,0,
user_0013,2026-01-20 15:56:45.075563,1,1,0,2,349,0,1,112,112,90,1,2,0,1,0,21,0,0,0,
user_0174,2026-01-24 11:56:45.145713,1,3,14,26,1,2,2,99,105,81,30,6,2,1,0,21,1,6,1,rapid_booking_fraud
user_0027,2026-01-21 21:56:45.015553,0,1,0,1,650,0,2,78,77,78,6,1,1,1,0,13,1,1,0,
user_0078,2026-01-22 20:56:44.985927,0,1,0,3,154,0,1,87,82,86,13,1,0,1,0,20,1,5,0,
user_0011,2026-01-22 23:56:44.985927,0,1,1,2,376,1,1,51,47,86,12,1,0,1,0,14,0,4,0,
user_0120,2026-01-24 03:56:44.966117,2,2,1,3,450,0,2,83,84,53,29,0,1,1,0,7,0,1,0,
user_0004,2026-01-22 12:56:44.995605,1,1,1,4,227,0,2,139,141,44,24,2,0,1,0,7,0,2,0,
user_0085,2026-01-21 08:56:45.065605,0,1,2,1,444,0,1,141,144,50,16,0,0,1,0,19,0,3,0,
user_0103,2026-01-19 08:56:44.979754,0,1,1,3,473,0,1,52,55,50,13,0,0,1,0,11,0,3,0,
user_0145,2026-01-18 19:56:44.985372,0,1,1,2,456,0,1,99,94,74,9,1,0,1,0,7,0,5,0,
user_0175,2026-01-20 17:56:45.145713,3,1,2,10,110,9,9,50,54,52,33,3,1,0,0,18,0,4,1,payment_fraud
user_0123,2026-01-25 09:56:44.950153,2,1,1,1,623,0,2,72,75,49,14,1,0,1,0,21,0,3,0,
user_0089,2026-01-20 02:56:45.075563,0,2,2,4,524,0,1,86,81,64,4,0,0,1,0,12,0,5,0,
user_0044,2026-01-19 00:56:45.066213,0,1,0,2,589,0,1,71,67,74,27,1,0,1,0,22,0,4,0,
user_0091,2026-01-24 21:56:44.971704,0,1,0,3,510,0,1,48,52,87,6,0,0,1,0,10,0,4,0,
user_0081,2026-01-21 06:56:45.066213,0,1,0,1,177,0,1,62,62,47,10,0,0,1,0,17,0,0,0,
user_0079,2026-01-19 19:56:45.046283,1,1,2,2,574,0,1,127,124,92,25,2,0,1,0,16,0,3,0,
user_0143,2026-01-18 21:56:45.026456,0,2,1,2,348,0,1,86,85,91,7,0,1,1,0,8,0,1,0,
user_0005,2026-01-21 16:56:45.075563,0,1,0,3,228,0,1,64,62,42,8,1,0,1,0,19,0,2,0,
user_0125,2026-01-19 15:56:45.054813,0,1,2,2,250,0,1,20,15,76,20,2,2,1,0,9,0,5,0,
user_0050,2026-01-22 07:56:44.961739,1,1,1,1,198,0,2,40,36,67,23,0,1,1,0,9,0,4,0,
user_0165,2026-01-22 15:56:45.156063,1,2,1,1,254,1,1,203,70,83,11,1,0,1,0,7,1,133,1,mileage_fraud
user_0122,2026-01-23 01:56:45.015553,0,2,1,2,493,0,1,40,40,94,18,1,0,1,0,9,0,0,0,
user_0098,2026-01-24 13:56:44.954690,0,1,0,1,133,0,1,82,82,50,17,0,1,1,0,11,0,0,0,
user_0178,2026-01-24 20:56:45.145713,2,1,7,7,101,9,9,52,45,102,12,4,0,1,1,20,1,7,1,payment_fraud
user_0101,2026-01-22 00:56:45.074542,1,2,0,4,421,0,1,74,72,40,14,2,1,1,0,15,0,2,0,
user_0151,2026-01-24 08:56:45.155272,18,3,0,6,15,0,2,96,104,104,29,9,8,0,0,8,1,8,1,account_takeover
user_0043,2026-01-24 06:56:45.046283,0,1,2,2,559,0,1,36,38,102,11,0,0,1,0,15,1,2,0,
user_0050,2026-01-21 19:56:45.055335,0,1,1,4,448,0,1,101,97,98,19,0,1,1,0,7,0,4,0,
user_0046,2026-01-19 10:56:45.066213,0,1,0,3,656,0,2,25,26,72,20,0,0,1,0,18,0,1,0,
user_0121,2026-01-19 22:56:44.979754,1,3,0,4,424,0,2,126,126,88,26,0,1,1,0,15,0,0,0,
user_0095,2026-01-19 18:56:45.075563,1,1,0,1,509,0,1,124,121,81,26,0,1,1,0,21,0,3,0,
user_0014,2026-01-21 08:56:44.950153,0,2,0,4,262,0,1,143,143,47,27,0,1,1,0,21,0,0,0,
user_0052,2026-01-21 07:56:45.075563,0,1,1,2,382,0,1,39,43,42,29,1,1,1,0,11,0,4,0,
user_0112,2026-01-24 06:56:45.034543,1,2,1,1,558,0,1,39,42,51,25,0,1,1,0,10,0,3,0,
user_0150,2026-01-25 11:56:45.085256,1,1,0,4,500,0,2,22,21,64,25,1,0,1,0,14,0,1,0,
user_0059,2026-01-25 11:56:45.066213,0,1,1,3,384,0,1,43,47,45,19,0,0,1,0,10,0,4,0,
user_0068,2026-01-23 08:56:44.995605,0,1,0,3,494,0,1,20,22,103,2,1,1,1,0,16,0,2,0,
user_0021,2026-01-21 06:56:45.015553,0,1,2,4,376,0,1,98,94,82,26,1,0,1,0,19,1,4,0,
user_0093,2026-01-19 17:56:44.955704,0,2,1,1,437,0,1,120,120,65,25,2,1,1,0,20,1,0,0,
user_0064,2026-01-19 07:56:44.950153,0,1,2,4,435,0,2,61,63,85,17,0,0,1,0,14,1,2,0,
user_0112,2026-01-20 15:56:44.977746,0,1,0,2,410,0,1,111,107,62,9,2,0,1,0,11,0,4,0,
user_0123,2026-01-18 18:56:44.957723,0,3,1,3,476,0,1,141,136,91,26,1,0,1,0,20,0,5,0,
user_0098,2026-01-21 04:56:45.055335,1,3,1,2,235,0,1,126,125,60,23,1,0,1,0,9,0,1,0,
user_0086,2026-01-23 03:56:45.066213,0,1,1,2,490,0,1,85,83,94,24,2,0,1,0,13,0,2,0,
user_0085,2026-01-22 13:56:45.086145,1,1,0,4,404,0,1,98,93,42,15,2,0,1,0,22,1,5,0,
user_0051,2026-01-24 10:56:45.066213,0,1,1,4,671,0,1,145,146,101,27,0,0,1,0,7,0,1,0,
user_0076,2026-01-19 06:56:45.055335,0,2,0,1,414,0,1,77,78,76,25,0,0,1,0,10,1,1,0,
user_0184,2026-01-22 00:56:45.145713,0,3,18,14,7,4,4,97,101,132,66,4,4,1,0,21,0,4,1,rapid_booking_fraud
user_0102,2026-01-25 09:56:44.974719,1,1,0,3,285,0,2,145,142,56,22,0,0,1,0,10,0,3,0,
user_0033,2026-01-19 19:56:45.044721,0,3,1,1,293,0,1,83,83,54,25,0,0,1,0,17,0,0,0,
user_0120,2026-01-23 05:56:44.981762,0,3,0,2,607,0,1,57,56,60,9,0,1,1,0,20,0,1,0,
user_0196,2026-01-22 04:56:45.145713,3,1,4,13,108,4,5,26,30,46,17,3,0,1,1,21,0,4,1,payment_fraud
user_0027,2026-01-19 07:56:45.026456,0,1,0,2,435,0,1,89,90,44,27,2,0,1,0,12,1,1,0,
user_0084,2026-01-24 04:56:45.079867,1,2,1,4,579,0,1,81,79,87,23,1,0,1,0,11,0,2,0,
user_0015,2026-01-25 09:56:45.055335,0,2,0,3,607,0,1,24,25,82,19,0,1,1,0,14,1,1,0,
user_0016,2026-01-19 20:56:45.066213,0,2,0,3,148,0,1,119,121,106,25,0,0,1,0,15,0,2,0,
user_0076,2026-01-18 21:56:44.979754,0,1,1,1,387,0,1,45,44,71,29,0,1,1,0,14,0,1,0,
user_0057,2026-01-21 14:56:45.026456,0,2,1,3,251,0,1,128,131,67,16,0,0,1,0,7,0,3,0,
user_0144,2026-01-21 13:56:45.066213,0,2,0,2,563,0,2,88,91,42,26,0,0,1,0,11,0,3,0,
user_0092,2026-01-24 23:56:44.961739,0,1,0,1,622,0,1,67,62,64,19,1,0,1,0,16,0,5,0,
user_0110,2026-01-21 18:56:45.035564,0,1,1,2,265,0,2,87,83,45,7,1,0,1,0,15,0,4,0,
user_0073,2026-01-22 11:56:45.066213,0,1,0,3,587,0,1,114,109,99,4,1,0,1,0,21,0,5,0,
user_0180,2026-01-19 16:56:45.145713,1,2,0,2,298,0,1,254,69,62,37,2,0,1,0,12,1,185,1,mileage_fraud
user_0016,2026-01-18 22:56:45.015553,0,2,0,1,392,0,2,42,38,45,9,0,1,1,0,21,0,4,0,
user_0126,2026-01-22 19:56:44.985927,0,1,0,2,573,0,1,135,134,72,21,1,0,1,0,13,0,1,0,
user_0071,2026-01-22 03:56:45.074542,0,2,1,1,578,1,1,138,138,43,4,0,1,1,0,22,0,0,0,
user_0060,2026-01-22 08:56:44.975731,0,2,1,3,586,0,1,71,68,45,24,1,0,1,0,15,0,3,0,
user_0013,2026-01-25 12:56:45.086145,0,1,0,3,389,0,1,108,111,103,24,1,2,1,0,13,0,3,0,
user_0100,2026-01-20 03:56:45.025729,0,2,1,3,417,0,2,81,81,101,20,0,0,1,0,11,0,0,0,
user_0080,2026-01-22 22:56:45.024713,1,1,0,1,205,0,1,75,79,62,6,0,0,1,0,12,0,4,0,
user_0136,2026-01-23 15:56:45.015553,2,1,2,3,204,0,1,98,93,78,23,0,0,1,0,10,0,5,0,
user_0110,2026-01-25 07:56:45.055335,1,1,1,1,403,0,2,116,113,88,3,1,0,1,0,18,1,3,0,
user_0089,2026-01-25 07:56:45.035564,0,1,1,4,702,1,1,70,74,94,1,0,1,1,0,8,0,4,0,
user_0132,2026-01-22 14:56:45.055335,0,3,0,2,623,0,1,61,56,84,29,0,0,1,0,14,0,5,0,
user_0067,2026-01-21 02:56:44.946277,2,1,0,4,456,0,2,98,102,43,23,0,0,1,0,8,0,4,0,
user_0070,2026-01-25 09:56:44.973713,0,1,0,2,508,0,1,87,90,88,7,0,0,1,0,22,0,3,0,
user_0117,2026-01-23 15:56:45.035564,0,1,2,1,279,1,1,70,69,77,13,1,0,1,0,9,1,1,0,
user_0068,2026-01-20 07:56:44.963747,0,1,1,1,463,1,1,64,65,66,15,0,0,1,0,14,1,1,0,
user_0156,2026-01-21 19:56:45.145713,8,4,1,6,15,2,1,78,78,47,5,7,14,0,1,18,0,0,1,account_takeover
user_0191,2026-01-18 23:56:45.145713,2,2,4,4,59,12,5,40,38,118,25,3,0,1,1,19,1,2,1,payment_fraud
user_0145,2026-01-20 12:56:44.971704,0,1,0,1,242,0,1,121,117,45,7,1,0,1,0,15,0,4,0,
user_0134,2026-01-19 02:56:44.961739,0,1,0,1,676,0,1,38,42,70,4,0,1,1,0,15,0,4,0,
user_0080,2026-01-23 02:56:45.075563,0,2,0,2,188,1,1,130,132,83,21,0,0,1,0,12,0,2,0,
user_0058,2026-01-23 02:56:45.066213,0,2,0,1,478,0,1,141,143,53,22,2,0,1,0,14,0,2,0,
user_0008,2026-01-22 08:56:45.029485,0,1,0,3,617,0,1,99,97,79,23,0,0,1,0,12,0,2,0,
user_0135,2026-01-22 22:56:44.975731,1,1,0,3,627,0,1,52,51,45,1,2,0,1,0,7,0,1,0,
user_0092,2026-01-24 23:56:45.066213,1,1,1,2,447,0,1,25,22,75,20,1,1,1,0,7,0,3,0,
user_0161,2026-01-23 04:56:45.156063,2,1,4,5,58,14,6,52,54,41,6,0,4,0,0,17,0,2,1,payment_fraud
user_0101,2026-01-24 13:56:45.075563,0,2,1,4,489,0,1,107,106,53,7,0,0,1,0,21,0,1,0,
user_0193,2026-01-25 05:56:45.138909,4,2,3,8,45,6,4,24,29,44,25,3,3,0,1,12,1,5,1,payment_fraud
user_0001,2026-01-22 15:56:45.002922,0,3,1,4,336,0,1,83,80,84,22,0,0,1,0,14,0,3,0,
user_0010,2026-01-19 17:56:44.957723,1,1,0,4,556,0,1,111,112,40,23,0,1,1,0,13,0,1,0,
user_0095,2026-01-25 15:56:44.969695,1,1,0,4,333,0,1,72,67,44,29,0,1,1,0,13,1,5,0,
user_0138,2026-01-25 00:56:45.006465,0,1,0,1,644,0,1,32,31,75,26,0,0,1,0,12,1,1,0,
user_0064,2026-01-24 12:56:45.055335,0,1,0,4,659,0,1,82,78,99,29,0,1,1,0,9,0,4,0,
user_0095,2026-01-18 18:56:45.025729,0,1,1,3,597,1,1,148,149,71,9,0,0,1,0,20,0,1,0,
user_0013,2026-01-20 23:56:44.973713,0,1,0,4,577,0,2,125,121,40,22,0,0,1,0,15,0,4,0,
user_0043,2026-01-20 16:56:45.015553,0,2,0,3,325,0,1,41,45,87,28,1,1,1,0,9,1,4,0,
user_0104,2026-01-25 13:56:45.029485,0,1,1,4,712,0,1,145,145,75,4,1,1,1,0,9,0,0,0,
user_0105,2026-01-24 13:56:45.035564,1,1,0,3,536,0,1,68,72,47,13,0,0,1,0,8,1,4,0,
user_0140,2026-01-24 19:56:44.995605,0,2,0,3,718,0,1,83,83,85,11,0,1,1,0,14,0,0,0,
user_0057,2026-01-25 06:56:45.046283,1,1,1,3,229,0,1,71,67,50,12,0,0,1,0,18,1,4,0,
user_0069,2026-01-24 14:56:45.055335,0,2,2,1,625,0,1,68,68,54,24,1,0,1,0,7,0,0,0,
user_0010,2026-01-19 14:56:45.026456,0,2,1,1,194,0,2,51,47,83,28,0,0,1,0,16,0,4,0,
user_0125,2026-01-22 00:56:45.046283,2,1,0,4,528,0,1,57,53,50,22,0,0,1,0,14,0,4,0,
user_0060,2026-01-25 00:56:44.985927,0,1,0,2,313,0,1,63,61,65,14,0,0,1,0,14,0,2,0,
user_0074,2026-01-19 07:56:45.054813,0,2,1,4,284,0,1,98,102,83,18,2,1,1,0,15,0,4,0,
user_0004,2026-01-24 14:56:44.971704,1,1,0,1,151,0,1,29,33,48,17,0,1,1,0,12,1,4,0,
user_0011,2026-01-22 22:56:45.026456,0,1,1,1,424,0,1,129,124,49,3,1,0,1,0,10,0,5,0,
user_0085,2026-01-19 10:56:45.066213,0,1,1,3,459,0,2,104,104,63,14,0,0,1,0,12,0,0,0,
user_0052,2026-01-22 06:56:44.981762,0,3,0,2,588,0,1,26,25,100,20,0,1,1,0,22,0,1,0,
user_0135,2026-01-23 12:56:44.974719,0,3,1,4,580,0,1,53,52,88,8,2,0,1,0,9,0,1,0,
user_0082,2026-01-22 02:56:45.015553,0,1,0,1,266,0,1,28,31,54,25,1,0,1,0,12,0,3,0,
